time_s,charge_current_a,ann_unclipped_current_a,ann_requested_current_a,safety_filtered_current_a,safety_filter_intervened,safety_override,target_current_cap_active,ann_inference_time_s,soc,terminal_voltage_v,average_temperature_c,source
970.0,3.9130352039930183,3.9130352039930183,3.9130352039930183,3.9130352039930183,False,False,False,3.58e-05,0.3675403731244823,3.8204162632399177,33.49998331937203,reduced_model
975.0,3.9133053067168944,3.9133053067168944,3.9133053067168944,3.9133053067168944,False,False,False,3.52e-05,0.3686274023763481,3.821316812184872,33.49998364384151,reduced_model
980.0,3.91356601818691,3.91356601818691,3.91356601818691,3.91356601818691,False,False,False,3.51e-05,0.3697145040480667,3.822217752428931,33.4999843062208,reduced_model
985.0,3.9138177000974523,3.9138177000974523,3.9138177000974523,3.9138177000974523,False,False,False,3.5300000000000004e-05,0.37080167563142713,3.823119095677466,33.49998531971708,reduced_model
990.0,3.914060693093301,3.914060693093301,3.914060693093301,3.914060693093301,False,False,False,3.48e-05,0.3718889147128419,3.8240208542697895,33.4999866967168,reduced_model
995.0,3.9142953182096436,3.9142953182096436,3.9142953182096436,3.9142953182096436,False,False,False,3.48e-05,0.3729762189679001,3.824923041151707,33.49998844867842,reduced_model
1000.0,3.914521878044722,3.914521878044722,3.914521878044722,3.914521878044722,False,False,False,3.46e-05,0.37406358615624585,3.8258256698488724,33.49999058603476,reduced_model
1005.0,3.914740657777155,3.914740657777155,3.914740657777155,3.914740657777155,False,False,False,3.4500000000000005e-05,0.3751510141167395,3.8267287544417736,33.49999311810392,reduced_model
1010.0,3.914951926049602,3.914951926049602,3.914951926049602,3.914951926049602,False,False,False,3.46e-05,0.3762385007628644,3.827632309541664,33.499996053006676,reduced_model
1015.0,3.9151559357890084,3.9151559357890084,3.9151559357890084,3.9151559357890084,False,False,False,3.47e-05,0.37732604407836134,3.8285363502682497,33.4999993975904,reduced_model
1020.0,3.9153529249486954,3.9153529249486954,3.9153529249486954,3.9153529249486954,False,False,False,3.46e-05,0.3784136421130693,3.8294408922282592,33.5000031573583,reduced_model
1025.0,3.915543117227392,3.915543117227392,3.915543117227392,3.915543117227392,False,False,False,3.48e-05,0.37950129297896584,3.830345951495744,33.50000733640438,reduced_model
1030.0,3.915633410467699,3.9157267227408905,3.9157267227408905,3.915633410467699,True,False,False,3.4500000000000005e-05,0.380588968926318,3.8312492698439566,33.500009999998774,reduced_model
1035.0,3.9156647549309627,3.915996493190391,3.915996493190391,3.9156647549309627,True,False,False,4.6200000000000005e-05,0.3816766535804655,3.832151629762499,33.50000999999892,reduced_model
1040.0,3.91582186287882,3.91640947307487,3.91640947307487,3.91582186287882,True,False,False,4.0900000000000005e-05,0.3827643818757096,3.8330574604419243,33.500009999998966,reduced_model
1045.0,3.9159717777884326,3.916841101983716,3.916841101983716,3.9159717777884326,True,False,False,3.69e-05,0.3838521518139842,3.8339639117651103,33.500009999999186,reduced_model
