time_s,charge_current_a,soc,terminal_voltage_v,average_temperature_c,predicted_maximum_voltage_v,predicted_maximum_temperature_c,predicted_terminal_soc,optimizer_success,prediction_feasible,used_fallback,target_current_cap_active,control_decision_updated,solve_time_s,minimum_constraint_margin,source
1525.0,3.9195360518121922,0.48921112002381134,3.92199896794355,33.49999994569304,3.98260009729559,33.50000000009739,0.5534551664782767,True,True,False,False,True,0.07995080000000598,-9.738698736327933e-11,reduced_model
1530.0,3.9195360518121922,0.49029988003820363,3.9229294411147984,33.49999999473592,3.98260009729559,33.50000000009739,0.5534551664782767,True,True,False,False,False,0.0,-9.738698736327933e-11,reduced_model
1535.0,3.9195360518121922,0.4913886400525959,3.923861196231757,33.499999999999794,3.98260009729559,33.50000000009739,0.5534551664782767,True,True,False,False,False,0.0,-9.738698736327933e-11,reduced_model
1540.0,3.9195360518121922,0.4924774000669882,3.9247942632307415,33.499999961551836,3.98260009729559,33.50000000009739,0.5534551664782767,True,True,False,False,False,0.0,-9.738698736327933e-11,reduced_model
1545.0,3.9195360518121922,0.4935661600813805,3.92572867160323,33.49999987987694,3.98260009729559,33.50000000009739,0.5534551664782767,True,True,False,False,False,0.0,-9.738698736327933e-11,reduced_model
1550.0,3.9195456764825147,0.4946549227692923,3.9266646851947398,33.49999995550994,3.9874542190218625,33.5000000000404,0.5588990330707815,True,True,False,False,True,0.08009479999964242,-4.0401459955319297e-11,reduced_model
1555.0,3.9195456764825147,0.4957436854572041,3.9276018871195735,33.499999995692164,3.9874542190218625,33.5000000000404,0.5588990330707815,True,True,False,False,False,0.0,-4.0401459955319297e-11,reduced_model
1560.0,3.9195456764825147,0.4968324481451159,3.9285405129122175,33.50000000000402,3.9874542190218625,33.5000000000404,0.5588990330707815,True,True,False,False,False,0.0,-4.0401459955319297e-11,reduced_model
1565.0,3.9195456764825147,0.4979212108330277,3.929480592218717,33.49999996850058,3.9874542190218625,33.5000000000404,0.5588990330707815,True,True,False,False,False,0.0,-4.0401459955319297e-11,reduced_model
1570.0,3.9195456764825147,0.4990099735209395,3.930422154320642,33.499999901579145,3.9874542190218625,33.5000000000404,0.5588990330707815,True,True,False,False,False,0.0,-4.0401459955319297e-11,reduced_model
1575.0,3.919553562418731,0.5000987383993891,3.9313654122743107,33.49999996354704,3.9923489650127033,33.500000000017934,0.5643429008792786,True,True,False,False,True,0.08028970000123081,-1.793409865058493e-11,reduced_model
1580.0,3.919553562418731,0.5011875032778388,3.932308862124277,33.49999999646833,3.9923489650127033,33.500000000017934,0.5643429008792786,True,True,False,False,False,0.0,-1.793409865058493e-11,reduced_model
1585.0,3.919553562418731,0.5022762681562885,3.9332518808550145,33.499999999999275,3.9923489650127033,33.500000000017934,0.5643429008792786,True,True,False,False,False,0.0,-1.793409865058493e-11,reduced_model
1590.0,3.919553562418731,0.5033650330347381,3.9341945083326157,33.49999997418496,3.9923489650127033,33.500000000017934,0.5643429008792786,True,True,False,False,False,0.0,-1.793409865058493e-11,reduced_model
1595.0,3.919553562418731,0.5044537979131878,3.935136784124545,33.49999991935092,3.9923489650127033,33.500000000017934,0.5643429008792786,True,True,False,False,False,0.0,-1.793409865058493e-11,reduced_model
1600.0,3.9195600240226396,0.5055425645865274,3.9360789051425757,33.499999970127746,3.997289167331144,33.50000000011467,0.5697867696717294,True,True,False,False,True,0.08537729999989097,-1.1466738669696497e-10,reduced_model
1605.0,3.9195600240226396,0.5066313312598669,3.9370206112608694,33.49999999710545,3.997289167331144,33.50000000011467,0.5697867696717294,True,True,False,False,False,0.0,-1.1466738669696497e-10,reduced_model
1610.0,3.9195600240226396,0.5077200979332065,3.9379620803756854,33.500000000002316,3.997289167331144,33.50000000011467,0.5697867696717294,True,True,False,False,False,0.0,-1.1466738669696497e-10,reduced_model
1615.0,3.9195600240226396,0.5088088646065461,3.938903352158337,33.49999997885527,3.997289167331144,33.50000000011467,0.5697867696717294,True,True,False,False,False,0.0,-1.1466738669696497e-10,reduced_model
1620.0,3.9195600240226396,0.5098976312798856,3.9398444660354497,33.49999993393102,3.997289167331144,33.50000000011467,0.5697867696717294,True,True,False,False,False,0.0,-1.1466738669696497e-10,reduced_model
1625.0,3.919565317933416,0.510986399423756,3.9407855903426428,33.49999997553068,4.002279684977781,33.50000000005336,0.5752306392702947,True,True,False,False,True,0.08132660000046599,-5.3361759455583524e-11,reduced_model
1630.0,3.919565317933416,0.5120751675676264,3.9417265189732813,33.49999999763035,4.002279684977781,33.50000000005336,0.5752306392702947,True,True,False,False,False,0.0,-5.3361759455583524e-11,reduced_model
1635.0,3.919565317933416,0.5131639357114968,3.942667404684988,33.499999999999254,4.002279684977781,33.50000000005336,0.5752306392702947,True,True,False,False,False,0.0,-5.3361759455583524e-11,reduced_model
