trajectory_id,sampling_method,coverage_distance_standardized,step_index,state_soc,state_polarization_fast_v,state_polarization_slow_v,state_average_temperature_c,state_previous_current_a,teacher_current_a,teacher_accepted,active_voltage_constraint,active_temperature_constraint,active_current_upper_constraint,active_current_change_constraint,next_soc,next_voltage_v,next_average_temperature_c,split
phase6c_targeted_0001,targeted_boundary_sampling,,4,0.10470952380952382,0.02851531908182836,0.059175352854360465,25.94577815912115,3.4285714285714417,3.4285714285714417,True,False,False,False,False,0.10566190476190478,3.4705158594250416,25.982251410660623,phase6c_train
phase6c_targeted_0001,targeted_boundary_sampling,,5,0.10566190476190478,0.029206863668293323,0.05898575257833632,25.982251410660623,3.4285714285714417,5.428571428571433,True,False,False,False,True,0.10716984126984129,3.522631632698612,26.062487669858744,phase6c_train
phase6c_targeted_0001,targeted_boundary_sampling,,6,0.10716984126984129,0.03431464418624857,0.059819676138831795,26.062487669858744,5.428571428571433,5.428571428571433,True,False,False,False,False,0.1086777777777778,3.530736785192389,26.1444192593533,phase6c_train
phase6c_targeted_0001,targeted_boundary_sampling,,7,0.1086777777777778,0.03813675310451364,0.06062635072016688,26.1444192593533,5.428571428571433,5.428571428571433,True,False,False,False,False,0.11018571428571432,3.5378374665058847,26.22755422621376,phase6c_train
phase6c_targeted_0002,targeted_boundary_sampling,,0,0.1015,0.0675,0.009999999999999998,26.2,2.142857142857143,4.14285714285714,True,False,False,False,True,0.10265079365079366,3.462346469000742,26.24432771498523,phase6c_train
phase6c_targeted_0002,targeted_boundary_sampling,,1,0.10265079365079366,0.06001816447664148,0.01178056706147454,26.24432771498523,4.14285714285714,4.14285714285714,True,False,False,False,False,0.10380158730158731,3.461159929008929,26.286844241338038,phase6c_train
phase6c_targeted_0002,targeted_boundary_sampling,,2,0.10380158730158731,0.054419570296978345,0.013502952969363543,26.286844241338038,4.14285714285714,4.14285714285714,True,False,False,False,False,0.10495238095238096,3.4613175588157894,26.328067765186503,phase6c_train
phase6c_targeted_0002,targeted_boundary_sampling,,3,0.10495238095238096,0.05023018967096749,0.01516905882961566,26.328067765186503,4.14285714285714,4.14285714285714,True,False,False,False,False,0.10610317460317462,3.4624663478632876,26.368381854207307,phase6c_train
phase6c_targeted_0002,targeted_boundary_sampling,,4,0.10610317460317462,0.047095311616517914,0.01678072362834167,26.368381854207307,4.14285714285714,4.14285714285714,True,False,False,False,False,0.10725396825396827,3.4643425092605917,26.408069288703285,phase6c_train
phase6c_targeted_0002,targeted_boundary_sampling,,5,0.10725396825396827,0.04474950890877319,0.01833972626161943,26.408069288703285,4.14285714285714,6.142857142857144,True,False,False,False,True,0.10896031746031748,3.5163164066602723,26.492162357788303,phase6c_train
phase6c_targeted_0002,targeted_boundary_sampling,,6,0.10896031746031748,0.04758446816115959,0.02086511602669649,26.492162357788303,6.142857142857144,6.142857142857144,True,False,False,False,False,0.11066666666666669,3.524791612293526,26.578063983529134,phase6c_train
phase6c_targeted_0002,targeted_boundary_sampling,,7,0.11066666666666669,0.049705844168482984,0.023307987085814996,26.578063983529134,6.142857142857144,6.142857142857144,True,False,False,False,False,0.1123730158730159,3.5326319422911867,26.665429018320545,phase6c_train
phase6c_targeted_0003,targeted_boundary_sampling,,0,0.10210000000000001,0.01125,0.039999999999999994,26.6,2.8571428571428568,4.85714285714285,True,False,False,False,True,0.10344920634920636,3.468388080717692,26.649456034876497,phase6c_train
phase6c_targeted_0003,targeted_boundary_sampling,,1,0.10344920634920636,0.01956615982659694,0.04116362972637869,26.649456034876497,4.85714285714285,4.85714285714285,True,False,False,False,False,0.10479841269841271,3.4788820014340254,26.701742359737572,phase6c_train
phase6c_targeted_0003,targeted_boundary_sampling,,2,0.10479841269841271,0.025789071818844836,0.04228923711633885,26.701742359737572,4.85714285714285,4.85714285714285,True,False,False,False,False,0.10614761904761906,3.4877605714165982,26.756142222293395,phase6c_train
phase6c_targeted_0003,targeted_boundary_sampling,,3,0.10614761904761906,0.03044562417843425,0.043378064573743116,26.756142222293395,4.85714285714285,4.85714285714285,True,False,False,False,False,0.10749682539682541,3.4954190351543954,26.812116486964705,phase6c_train
phase6c_targeted_0003,targeted_boundary_sampling,,4,0.10749682539682541,0.03393008288596693,0.04443131390612303,26.812116486964705,4.85714285714285,4.85714285714285,True,False,False,False,False,0.10884603174603176,3.5021533577813417,26.869258805311656,phase6c_train
phase6c_targeted_0003,targeted_boundary_sampling,,5,0.10884603174603176,0.036537473836805695,0.045450147651189814,26.869258805311656,4.85714285714285,6.857142857142853,True,False,False,False,True,0.11075079365079367,3.5577454994642204,26.980091419094165,phase6c_train
phase6c_targeted_0003,targeted_boundary_sampling,,6,0.11075079365079367,0.04307886596934738,0.04745301888772339,26.980091419094165,6.857142857142853,6.857142857142853,True,False,False,False,False,0.11265555555555558,3.568917414442431,27.094273504642597,phase6c_train
phase6c_targeted_0003,targeted_boundary_sampling,,7,0.11265555555555558,0.04797373432161271,0.04939044504131338,27.094273504642597,6.857142857142853,6.857142857142853,True,False,False,False,False,0.11456031746031749,3.578767013382266,27.210989539686935,phase6c_train
phase6c_targeted_0004,targeted_boundary_sampling,,0,0.1027,0.056249999999999994,0.06999999999999999,25.08,3.571428571428571,5.571428571428572,True,False,False,False,True,0.10424761904761905,3.5501900122576298,25.184474670086676,phase6c_train
phase6c_targeted_0004,targeted_boundary_sampling,,1,0.10424761904761905,0.05487867297718379,0.07054669239128285,25.184474670086676,5.571428571428572,5.571428571428572,True,False,False,False,False,0.1057952380952381,3.553291355503305,25.287996958131714,phase6c_train
phase6c_targeted_0004,targeted_boundary_sampling,,2,0.1057952380952381,0.053852520575893466,0.07107552126331418,25.287996958131714,5.571428571428572,5.571428571428572,True,False,False,False,False,0.10734285714285714,3.556617426337737,25.390694507542246,phase6c_train
phase6c_targeted_0004,targeted_boundary_sampling,,3,0.10734285714285714,0.053084659421585106,0.0715870703178706,25.390694507542246,5.571428571428572,5.571428571428572,True,False,False,False,False,0.10889047619047619,3.5601034382852275,25.492662166430538,phase6c_train
phase6c_targeted_0004,targeted_boundary_sampling,,4,0.10889047619047619,0.052510075420656624,0.07208190418390441,25.492662166430538,5.571428571428572,5.571428571428572,True,False,False,False,False,0.11043809523809524,3.563700951018251,25.593970033907464,phase6c_train
phase6c_targeted_0004,targeted_boundary_sampling,,5,0.11043809523809524,0.05208011907728572,0.07256056904076022,25.593970033907464,5.571428571428572,7.571428571428568,True,False,False,False,True,0.11254126984126984,3.61692677860644,25.75870085439905,phase6c_train
phase6c_targeted_0004,targeted_boundary_sampling,,6,0.11254126984126984,0.05634868994425852,0.07404092174875032,25.75870085439905,7.571428571428568,7.571428571428568,True,False,False,False,False,0.11464444444444445,3.6263150565787092,25.925400910623257,phase6c_train
