time_s,charge_current_a,ann_unclipped_current_a,ann_requested_current_a,safety_filter_intervened,safety_override,target_current_cap_active,ann_inference_time_s,soc,terminal_voltage_v,average_temperature_c,source
1530.0,3.9831245814104133,3.9957065130130593,3.9957065130130593,True,False,False,9.55e-05,0.4839029239870869,3.9291193923811982,33.49823198798276,chen2020_dfn
1535.0,3.982570547153675,3.9951484625583324,3.9951484625583324,True,False,False,0.0001263,0.48500919358351846,3.9301032571966337,33.49824542702248,chen2020_dfn
1540.0,3.981989420294712,3.9945581683197773,3.9945581683197773,True,False,False,9.920000000000001e-05,0.4861153017558226,3.931084168581937,33.49825959073206,chen2020_dfn
1545.0,3.981381586633702,3.9939359623678046,3.9939359623678046,True,False,False,9.470000000000001e-05,0.48722124108544307,3.9320621073244597,33.498274470612444,chen2020_dfn
1550.0,3.9807474594521945,3.993282214760816,3.993282214760816,True,False,False,9.730000000000001e-05,0.4883270042686243,3.9330370569365742,33.49829005739383,chen2020_dfn
1555.0,3.980087478556248,3.9925973291954353,3.9925973291954353,True,False,False,9.230000000000001e-05,0.48943258412377877,3.9340090035475805,33.49830634110447,chen2020_dfn
1560.0,3.9794021068919214,3.9918817414677314,3.9918817414677314,True,False,False,9.360000000000001e-05,0.4905379735979154,3.9349779357909496,33.49832331108746,chen2020_dfn
1565.0,3.9786918303103844,3.991135915613911,3.991135915613911,True,False,False,9.31e-05,0.4916431657730016,3.935943844810061,33.498340956022105,chen2020_dfn
1570.0,3.9779571574210104,3.9903603432874144,3.9903603432874144,True,False,False,9.31e-05,0.4927481538722853,3.9369067243132347,33.49835926394633,chen2020_dfn
1575.0,3.977198618137963,3.9895555433390193,3.9895555433390193,True,False,False,9.65e-05,0.49385293126621255,3.9378665706596108,33.49837822225368,chen2020_dfn
1580.0,3.9764167647145374,3.988722060163709,3.988722060163709,True,False,False,0.0001027,0.4949574914786332,3.938823383022272,33.49839781771948,chen2020_dfn
1585.0,3.9756121706793883,3.9878604646021794,3.9878604646021794,True,False,False,9.970000000000001e-05,0.49606182819271094,3.93977716353635,33.49841803652038,chen2020_dfn
1590.0,3.974785429594971,3.9869713527981356,3.9869713527981356,True,False,False,8.94e-05,0.4971659352564872,3.940727917444233,33.49843886425276,chen2020_dfn
