state_id,warm_start_index,warm_start_kind,first_action_a,objective_value,optimizer_success,prediction_feasible,used_fallback,status,minimum_constraint_margin
audit_001,3,constant_5.0,10.0,27.116140914351888,True,True,False,Optimization terminated successfully,0.3314413254994961
audit_001,4,constant_7.5,9.999999999999986,27.116140914351888,True,True,False,Optimization terminated successfully,0.33144132549949656
audit_001,5,constant_10.0,10.0,27.116140914351888,True,True,False,Optimization terminated successfully,0.3314413254994961
audit_001,6,ramp_up,9.999999999999932,27.1161409143519,True,True,False,Optimization terminated successfully,0.3314413254994961
audit_001,7,ramp_down,10.0,27.116140914351888,True,True,False,Optimization terminated successfully,0.3314413254994961
audit_001,8,alternating,9.999999999999782,27.116140914351988,True,True,False,Optimization terminated successfully,0.3314413254995001
audit_001,9,random_09,10.0,27.116140914351888,True,True,False,Optimization terminated successfully,0.3314413254994961
audit_001,10,random_10,10.0,27.116140914351888,True,True,False,Optimization terminated successfully,0.3314413254994961
audit_001,11,random_11,10.0,27.116140914351888,True,True,False,Optimization terminated successfully,0.3314413254994961
audit_001,12,random_12,10.0,27.116140914351888,True,True,False,Optimization terminated successfully,0.3314413254994961
audit_001,13,random_13,9.99999999999999,27.116140914351888,True,True,False,Optimization terminated successfully,0.3314413254994961
audit_001,14,random_14,10.0,27.116140914351888,True,True,False,Optimization terminated successfully,0.3314413254994961
audit_002,0,default,10.0,26.374269000771648,True,True,False,Optimization terminated successfully,0.32368727646952866
audit_002,1,constant_0.0,9.999999999999828,26.374269000771726,True,True,False,Optimization terminated successfully,0.3236872764695313
audit_002,2,constant_2.5,10.0,26.374269000771648,True,True,False,Optimization terminated successfully,0.32368727646952866
audit_002,3,constant_5.0,10.0,26.374269000771648,True,True,False,Optimization terminated successfully,0.32368727646952866
audit_002,4,constant_7.5,10.0,26.374269000771648,True,True,False,Optimization terminated successfully,0.32368727646952866
audit_002,5,constant_10.0,10.0,26.374269000771648,True,True,False,Optimization terminated successfully,0.32368727646952866
audit_002,6,ramp_up,10.0,26.374269000771648,True,True,False,Optimization terminated successfully,0.32368727646952866
audit_002,7,ramp_down,9.999999999999996,26.374269000771676,True,True,False,Optimization terminated successfully,0.3236872764695313
audit_002,8,alternating,10.0,26.374269000771648,True,True,False,Optimization terminated successfully,0.32368727646952866
audit_002,9,random_09,10.0,26.374269000771648,True,True,False,Optimization terminated successfully,0.32368727646952866
audit_002,10,random_10,10.0,26.374269000771648,True,True,False,Optimization terminated successfully,0.3236872764695291
audit_002,11,random_11,9.999999999999995,26.374269000771648,True,True,False,Optimization terminated successfully,0.3236872764695291
audit_002,12,random_12,10.0,26.374269000771648,True,True,False,Optimization terminated successfully,0.32368727646952866
audit_002,13,random_13,10.0,26.374269000771648,True,True,False,Optimization terminated successfully,0.32368727646952866
audit_002,14,random_14,9.999999999999993,26.374269000771648,True,True,False,Optimization terminated successfully,0.3236872764695291
audit_003,0,default,10.0,25.862394000771637,True,True,False,Optimization terminated successfully,0.3182728106222612
audit_003,1,constant_0.0,9.999999999999753,25.862394000771758,True,True,False,Optimization terminated successfully,0.31827281062226565
audit_003,2,constant_2.5,10.0,25.862394000771637,True,True,False,Optimization terminated successfully,0.3182728106222612
audit_003,3,constant_5.0,10.0,25.862394000771637,True,True,False,Optimization terminated successfully,0.3182728106222612
audit_003,4,constant_7.5,9.999999999999995,25.862394000771637,True,True,False,Optimization terminated successfully,0.3182728106222612
audit_003,5,constant_10.0,10.0,25.862394000771637,True,True,False,Optimization terminated successfully,0.3182728106222612
audit_003,6,ramp_up,9.999999999999904,25.862394000771683,True,True,False,Optimization terminated successfully,0.31827281062226165
audit_003,7,ramp_down,10.0,25.862394000771637,True,True,False,Optimization terminated successfully,0.3182728106222612
audit_003,8,alternating,9.99999999999995,25.862394000771637,True,True,False,Optimization terminated successfully,0.3182728106222612
audit_003,9,random_09,10.0,25.862394000771637,True,True,False,Optimization terminated successfully,0.3182728106222612
audit_003,10,random_10,10.0,25.862394000771637,True,True,False,Optimization terminated successfully,0.3182728106222612
audit_003,11,random_11,10.0,25.862394000771637,True,True,False,Optimization terminated successfully,0.3182728106222612
audit_003,12,random_12,9.999999999999957,25.862394000771637,True,True,False,Optimization terminated successfully,0.31827281062226254
audit_003,13,random_13,10.0,25.862394000771637,True,True,False,Optimization terminated successfully,0.3182728106222612
audit_003,14,random_14,10.0,25.862394000771637,True,True,False,Optimization terminated successfully,0.3182728106222612
audit_004,0,default,10.0,25.156754340277818,True,True,False,Optimization terminated successfully,0.3110795636748067
audit_004,1,constant_0.0,10.0,25.156754340277818,True,True,False,Optimization terminated successfully,0.3110795636748067
audit_004,2,constant_2.5,9.999999999999945,25.156754340277818,True,True,False,Optimization terminated successfully,0.3110795636748076
audit_004,3,constant_5.0,10.0,25.156754340277818,True,True,False,Optimization terminated successfully,0.3110795636748067
audit_004,4,constant_7.5,9.999999999999993,25.156754340277818,True,True,False,Optimization terminated successfully,0.3110795636748067
audit_004,5,constant_10.0,10.0,25.156754340277818,True,True,False,Optimization terminated successfully,0.3110795636748067
audit_004,6,ramp_up,10.0,25.156754340277818,True,True,False,Optimization terminated successfully,0.3110795636748067
audit_004,7,ramp_down,9.999999999999998,25.156754340277818,True,True,False,Optimization terminated successfully,0.3110795636748076
audit_004,8,alternating,9.99999999999988,25.156754340277853,True,True,False,Optimization terminated successfully,0.31107956367480716
audit_004,9,random_09,9.999999999999986,25.156754340277818,True,True,False,Optimization terminated successfully,0.3110795636748067
audit_004,10,random_10,9.999999999999991,25.156754340277818,True,True,False,Optimization terminated successfully,0.31107956367480716
audit_004,11,random_11,10.0,25.156754340277818,True,True,False,Optimization terminated successfully,0.3110795636748067
audit_004,12,random_12,9.999999999999998,25.156754340277818,True,True,False,Optimization terminated successfully,0.31107956367480716
audit_004,13,random_13,9.999999999999998,25.156754340277818,True,True,False,Optimization terminated successfully,0.3110795636748067
audit_004,14,random_14,9.999999999999972,25.156754340277846,True,True,False,Optimization terminated successfully,0.31107956367481027
audit_005,0,default,10.0,24.65700434027782,True,True,False,Optimization terminated successfully,0.306266777743176
audit_005,1,constant_0.0,10.0,24.65700434027782,True,True,False,Optimization terminated successfully,0.306266777743176
audit_005,2,constant_2.5,10.0,24.65700434027782,True,True,False,Optimization terminated successfully,0.306266777743176
audit_005,3,constant_5.0,9.999999999999885,24.657004340277865,True,True,False,Optimization terminated successfully,0.30626677774317823
audit_005,4,constant_7.5,9.999999999999996,24.65700434027782,True,True,False,Optimization terminated successfully,0.30626677774317645
audit_005,5,constant_10.0,10.0,24.65700434027782,True,True,False,Optimization terminated successfully,0.306266777743176
audit_005,6,ramp_up,10.0,24.65700434027782,True,True,False,Optimization terminated successfully,0.306266777743176
audit_005,7,ramp_down,10.0,24.657004340277823,True,True,False,Optimization terminated successfully,0.30626677774317734
audit_005,8,alternating,9.999999999999323,24.657004340278107,True,True,False,Optimization terminated successfully,0.30626677774318667
audit_005,9,random_09,10.0,24.65700434027782,True,True,False,Optimization terminated successfully,0.306266777743176
audit_005,10,random_10,9.99999999999992,24.657004340277823,True,True,False,Optimization terminated successfully,0.30626677774317734
audit_005,11,random_11,9.999999999999984,24.65700434027782,True,True,False,Optimization terminated successfully,0.306266777743176
audit_005,12,random_12,9.999999999999984,24.65700434027782,True,True,False,Optimization terminated successfully,0.3062667777431769
audit_005,13,random_13,9.999999999999963,24.657004340277823,True,True,False,Optimization terminated successfully,0.30626677774317734
audit_005,14,random_14,9.999999999999995,24.65700434027782,True,True,False,Optimization terminated successfully,0.306266777743176
audit_006,0,default,10.0,23.974331500771644,True,True,False,Optimization terminated successfully,0.29961206342445923
audit_006,1,constant_0.0,10.0,23.974331500771644,True,True,False,Optimization terminated successfully,0.29961206342445923
audit_006,2,constant_2.5,10.0,23.974331500771644,True,True,False,Optimization terminated successfully,0.29961206342445923
audit_006,3,constant_5.0,10.0,23.974331500771644,True,True,False,Optimization terminated successfully,0.29961206342445923
audit_006,4,constant_7.5,9.999999999999988,23.974331500771644,True,True,False,Optimization terminated successfully,0.2996120634244597
audit_006,5,constant_10.0,10.0,23.974331500771644,True,True,False,Optimization terminated successfully,0.29961206342445923
audit_006,6,ramp_up,10.0,23.974331500771644,True,True,False,Optimization terminated successfully,0.29961206342445923
audit_006,7,ramp_down,9.999999999999996,23.974331500771644,True,True,False,Optimization terminated successfully,0.29961206342446056
audit_006,8,alternating,9.999999999999943,23.974331500771644,True,True,False,Optimization terminated successfully,0.2996120634244597
audit_006,9,random_09,10.0,23.974331500771644,True,True,False,Optimization terminated successfully,0.29961206342445923
audit_006,10,random_10,9.999999999999993,23.97433150077167,True,True,False,Optimization terminated successfully,0.2996120634244619
audit_006,11,random_11,9.999999999999984,23.974331500771676,True,True,False,Optimization terminated successfully,0.2996120634244628
audit_006,12,random_12,10.0,23.974331500771644,True,True,False,Optimization terminated successfully,0.29961206342445923
audit_006,13,random_13,9.999999999999998,23.974331500771644,True,True,False,Optimization terminated successfully,0.2996120634244597
audit_006,14,random_14,10.0,23.974331500771644,True,True,False,Optimization terminated successfully,0.29961206342445923
audit_007,0,default,10.0,23.480654803240775,True,True,False,Optimization terminated successfully,0.29473986103746563
audit_007,1,constant_0.0,9.999999999999996,23.480654803240775,True,True,False,Optimization terminated successfully,0.29473986103746563
audit_007,2,constant_2.5,9.999999999999977,23.480654803240775,True,True,False,Optimization terminated successfully,0.2947398610374661
audit_007,3,constant_5.0,9.999999999999844,23.480654803240853,True,True,False,Optimization terminated successfully,0.29473986103746963
audit_007,4,constant_7.5,10.0,23.480654803240775,True,True,False,Optimization terminated successfully,0.29473986103746563
audit_007,5,constant_10.0,10.0,23.480654803240775,True,True,False,Optimization terminated successfully,0.29473986103746563
audit_007,6,ramp_up,9.99999999999955,23.480654803241,True,True,False,Optimization terminated successfully,0.29473986103746874
audit_007,7,ramp_down,10.0,23.480654803240775,True,True,False,Optimization terminated successfully,0.29473986103746563
audit_007,8,alternating,9.999999999999364,23.480654803241055,True,True,False,Optimization terminated successfully,0.2947398610374745
audit_007,9,random_09,9.999999999999979,23.480654803240775,True,True,False,Optimization terminated successfully,0.2947398610374661
audit_007,10,random_10,10.0,23.480654803240775,True,True,False,Optimization terminated successfully,0.29473986103746563
audit_007,11,random_11,10.0,23.480654803240775,True,True,False,Optimization terminated successfully,0.29473986103746563
audit_007,12,random_12,10.0,23.480654803240775,True,True,False,Optimization terminated successfully,0.29473986103746563
audit_007,13,random_13,10.0,23.480654803240775,True,True,False,Optimization terminated successfully,0.29473986103746563
audit_007,14,random_14,9.99999999999973,23.480654803240895,True,True,False,Optimization terminated successfully,0.2947398610374705
audit_008,0,default,10.0,22.99809230324078,True,True,False,Optimization terminated successfully,0.28992707602093093
audit_008,1,constant_0.0,9.999999999999899,22.99809230324083,True,True,False,Optimization terminated successfully,0.2899270760209327
audit_008,2,constant_2.5,9.999999999999872,22.99809230324083,True,True,False,Optimization terminated successfully,0.2899270760209327
audit_008,3,constant_5.0,9.999999999999867,22.998092303240846,True,True,False,Optimization terminated successfully,0.28992707602093404
audit_008,4,constant_7.5,9.999999999999996,22.99809230324078,True,True,False,Optimization terminated successfully,0.2899270760209314
audit_008,5,constant_10.0,10.0,22.99809230324078,True,True,False,Optimization terminated successfully,0.28992707602093093
audit_008,6,ramp_up,10.0,22.99809230324078,True,True,False,Optimization terminated successfully,0.28992707602093093
audit_008,7,ramp_down,10.0,22.99809230324078,True,True,False,Optimization terminated successfully,0.28992707602093093
audit_008,8,alternating,10.0,22.99809230324078,True,True,False,Optimization terminated successfully,0.28992707602093093
audit_008,9,random_09,10.0,22.99809230324078,True,True,False,Optimization terminated successfully,0.28992707602093093
audit_008,10,random_10,10.0,22.99809230324078,True,True,False,Optimization terminated successfully,0.28992707602093093
audit_008,11,random_11,10.0,22.99809230324078,True,True,False,Optimization terminated successfully,0.28992707602093093
audit_008,12,random_12,10.0,22.99809230324078,True,True,False,Optimization terminated successfully,0.28992707602093093
audit_008,13,random_13,9.999999999999988,22.99809230324078,True,True,False,Optimization terminated successfully,0.28992707602093093
audit_008,14,random_14,10.0,22.99809230324078,True,True,False,Optimization terminated successfully,0.28992707602093093
audit_009,0,default,10.0,22.339184895833373,True,True,False,Optimization terminated successfully,0.2832723620545261
audit_009,1,constant_0.0,10.0,22.339184895833373,True,True,False,Optimization terminated successfully,0.2832723620545261
audit_009,2,constant_2.5,9.999999999999986,22.339184895833373,True,True,False,Optimization terminated successfully,0.28327236205452655
audit_009,3,constant_5.0,9.99999999999993,22.339184895833373,True,True,False,Optimization terminated successfully,0.283272362054527
audit_009,4,constant_7.5,10.0,22.339184895833373,True,True,False,Optimization terminated successfully,0.2832723620545261
audit_009,5,constant_10.0,10.0,22.339184895833373,True,True,False,Optimization terminated successfully,0.2832723620545261
audit_009,6,ramp_up,10.0,22.339184895833373,True,True,False,Optimization terminated successfully,0.2832723620545261
audit_009,7,ramp_down,9.999999999999998,22.339184895833373,True,True,False,Optimization terminated successfully,0.28327236205452744
audit_009,8,alternating,10.0,22.339184895833373,True,True,False,Optimization terminated successfully,0.2832723620545261
audit_009,9,random_09,9.999999999999991,22.339184895833412,True,True,False,Optimization terminated successfully,0.2832723620545301
audit_009,10,random_10,10.0,22.339184895833373,True,True,False,Optimization terminated successfully,0.2832723620545261
audit_009,11,random_11,9.999999999999956,22.339184895833373,True,True,False,Optimization terminated successfully,0.28327236205452655
audit_009,12,random_12,9.999999999999977,22.339184895833373,True,True,False,Optimization terminated successfully,0.28327236205452655
audit_009,13,random_13,9.999999999999996,22.33918489583343,True,True,False,Optimization terminated successfully,0.28327236205453055
audit_009,14,random_14,10.0,22.339184895833373,True,True,False,Optimization terminated successfully,0.2832723620545261
audit_010,0,default,10.0,21.862907889660537,True,True,False,Optimization terminated successfully,0.2784001590240526
audit_010,1,constant_0.0,10.0,21.862907889660537,True,True,False,Optimization terminated successfully,0.2784001590240526
audit_010,2,constant_2.5,10.0,21.862907889660537,True,True,False,Optimization terminated successfully,0.2784001590240526
audit_010,3,constant_5.0,9.999999999999968,21.862907889660537,True,True,False,Optimization terminated successfully,0.278400159024053
audit_010,4,constant_7.5,10.0,21.862907889660537,True,True,False,Optimization terminated successfully,0.2784001590240526
audit_010,5,constant_10.0,10.0,21.862907889660537,True,True,False,Optimization terminated successfully,0.2784001590240526
audit_010,6,ramp_up,10.0,21.862907889660537,True,True,False,Optimization terminated successfully,0.2784001590240526
audit_010,7,ramp_down,10.0,21.862907889660537,True,True,False,Optimization terminated successfully,0.2784001590240526
audit_010,8,alternating,9.999999999999739,21.86290788966062,True,True,False,Optimization terminated successfully,0.2784001590240557
audit_010,9,random_09,9.999999999999977,21.862907889660537,True,True,False,Optimization terminated successfully,0.278400159024053
audit_010,10,random_10,9.999999999999952,21.862907889660537,True,True,False,Optimization terminated successfully,0.27840015902405435
audit_010,11,random_11,9.999999999999929,21.862907889660537,True,True,False,Optimization terminated successfully,0.278400159024053
audit_010,12,random_12,9.999999999999996,21.862907889660537,True,True,False,Optimization terminated successfully,0.2784001590240526
audit_010,13,random_13,10.0,21.862907889660537,True,True,False,Optimization terminated successfully,0.2784001590240526
audit_010,14,random_14,10.0,21.862907889660537,True,True,False,Optimization terminated successfully,0.2784001590240526
audit_011,0,default,10.0,21.220765914351887,True,True,False,Optimization terminated successfully,0.27174544490915187
audit_011,1,constant_0.0,10.0,21.220765914351887,True,True,False,Optimization terminated successfully,0.27174544490915187
audit_011,2,constant_2.5,10.0,21.220765914351887,True,True,False,Optimization terminated successfully,0.27174544490915187
audit_011,3,constant_5.0,10.0,21.220765914351887,True,True,False,Optimization terminated successfully,0.27174544490915187
audit_011,4,constant_7.5,9.999999999999996,21.220765914351887,True,True,False,Optimization terminated successfully,0.2717454449091523
audit_011,5,constant_10.0,10.0,21.220765914351887,True,True,False,Optimization terminated successfully,0.27174544490915187
audit_011,6,ramp_up,9.99999999999982,21.22076591435193,True,True,False,Optimization terminated successfully,0.27174544490915276
audit_011,7,ramp_down,9.999999999999998,21.220765914351887,True,True,False,Optimization terminated successfully,0.2717454449091532
audit_011,8,alternating,9.999999999999796,21.22076591435196,True,True,False,Optimization terminated successfully,0.271745444909155
audit_011,9,random_09,9.99999999999999,21.220765914351887,True,True,False,Optimization terminated successfully,0.27174544490915187
audit_011,10,random_10,10.0,21.220765914351887,True,True,False,Optimization terminated successfully,0.27174544490915187
audit_011,11,random_11,9.999999999999739,21.220765914352015,True,True,False,Optimization terminated successfully,0.27174544490915764
audit_011,12,random_12,10.0,21.220765914351887,True,True,False,Optimization terminated successfully,0.27174544490915187
audit_011,13,random_13,10.0,21.220765914351887,True,True,False,Optimization terminated successfully,0.2717454449091523
audit_011,14,random_14,10.0,21.220765914351887,True,True,False,Optimization terminated successfully,0.27174544490915187
audit_012,0,default,10.0,20.756763599537067,True,True,False,Optimization terminated successfully,0.2668732422589293
audit_012,1,constant_0.0,10.0,20.756763599537067,True,True,False,Optimization terminated successfully,0.2668732422589293
audit_012,2,constant_2.5,10.0,20.756763599537067,True,True,False,Optimization terminated successfully,0.2668732422589293
audit_012,3,constant_5.0,10.0,20.756763599537067,True,True,False,Optimization terminated successfully,0.2668732422589293
audit_012,4,constant_7.5,10.0,20.756763599537067,True,True,False,Optimization terminated successfully,0.2668732422589293
audit_012,5,constant_10.0,10.0,20.756763599537067,True,True,False,Optimization terminated successfully,0.2668732422589293
audit_012,6,ramp_up,9.99999999999987,20.756763599537106,True,True,False,Optimization terminated successfully,0.26687324225893017
audit_012,7,ramp_down,10.0,20.756763599537067,True,True,False,Optimization terminated successfully,0.2668732422589293
audit_012,8,alternating,9.999999999999858,20.756763599537106,True,True,False,Optimization terminated successfully,0.26687324225893105
audit_012,9,random_09,9.999999999999975,20.756763599537067,True,True,False,Optimization terminated successfully,0.26687324225893017
audit_012,10,random_10,9.999999999999696,20.75676359953719,True,True,False,Optimization terminated successfully,0.26687324225893416
audit_012,11,random_11,10.0,20.756763599537067,True,True,False,Optimization terminated successfully,0.2668732422589293
audit_012,12,random_12,10.0,20.756763599537067,True,True,False,Optimization terminated successfully,0.2668732422589293
audit_012,13,random_13,9.999999999999897,20.756763599537106,True,True,False,Optimization terminated successfully,0.26687324225893283
audit_012,14,random_14,10.0,20.756763599537067,True,True,False,Optimization terminated successfully,0.2668732422589293
audit_013,0,default,10.0,20.1313870563272,True,True,False,Optimization terminated successfully,0.2602185290556811
audit_013,1,constant_0.0,9.999999999999845,20.13138705632723,True,True,False,Optimization terminated successfully,0.2602185290556829
audit_013,2,constant_2.5,9.999999999999947,20.1313870563272,True,True,False,Optimization terminated successfully,0.26021852905568155
audit_013,3,constant_5.0,10.0,20.1313870563272,True,True,False,Optimization terminated successfully,0.2602185290556811
audit_013,4,constant_7.5,10.0,20.1313870563272,True,True,False,Optimization terminated successfully,0.2602185290556811
audit_013,5,constant_10.0,10.0,20.1313870563272,True,True,False,Optimization terminated successfully,0.2602185290556811
audit_013,6,ramp_up,9.999999999999917,20.1313870563272,True,True,False,Optimization terminated successfully,0.2602185290556811
audit_013,7,ramp_down,10.0,20.1313870563272,True,True,False,Optimization terminated successfully,0.26021852905568155
audit_013,8,alternating,9.999999999999982,20.1313870563272,True,True,False,Optimization terminated successfully,0.2602185290556811
audit_013,9,random_09,10.0,20.1313870563272,True,True,False,Optimization terminated successfully,0.2602185290556811
audit_013,10,random_10,10.0,20.1313870563272,True,True,False,Optimization terminated successfully,0.2602185290556811
audit_013,11,random_11,10.0,20.1313870563272,True,True,False,Optimization terminated successfully,0.2602185290556811
audit_013,12,random_12,10.0,20.1313870563272,True,True,False,Optimization terminated successfully,0.2602185290556811
audit_013,13,random_13,10.0,20.1313870563272,True,True,False,Optimization terminated successfully,0.2602185290556811
audit_013,14,random_14,9.99999999999981,20.131387056327274,True,True,False,Optimization terminated successfully,0.26021852905568377
audit_014,0,default,10.0,19.685137056327196,True,True,False,Optimization terminated successfully,0.2554057422652902
audit_014,1,constant_0.0,10.0,19.685137056327196,True,True,False,Optimization terminated successfully,0.2554057422652902
audit_014,2,constant_2.5,10.0,19.685137056327196,True,True,False,Optimization terminated successfully,0.2554057422652902
audit_014,3,constant_5.0,10.0,19.685137056327196,True,True,False,Optimization terminated successfully,0.2554057422652902
audit_014,4,constant_7.5,9.999999999999986,19.685137056327196,True,True,False,Optimization terminated successfully,0.25540574226529067
audit_014,5,constant_10.0,10.0,19.685137056327196,True,True,False,Optimization terminated successfully,0.2554057422652902
audit_014,6,ramp_up,10.0,19.685137056327196,True,True,False,Optimization terminated successfully,0.2554057422652902
audit_014,7,ramp_down,10.0,19.685137056327196,True,True,False,Optimization terminated successfully,0.2554057422652902
audit_014,8,alternating,10.0,19.685137056327196,True,True,False,Optimization terminated successfully,0.2554057422652902
audit_014,9,random_09,10.0,19.685137056327196,True,True,False,Optimization terminated successfully,0.2554057422652902
audit_014,10,random_10,10.0,19.685137056327196,True,True,False,Optimization terminated successfully,0.2554057422652902
audit_014,11,random_11,10.0,19.685137056327196,True,True,False,Optimization terminated successfully,0.2554057422652902
audit_014,12,random_12,10.0,19.685137056327196,True,True,False,Optimization terminated successfully,0.2554057422652902
audit_014,13,random_13,10.0,19.685137056327196,True,True,False,Optimization terminated successfully,0.2554057422652902
audit_014,14,random_14,9.999999999999986,19.685137056327196,True,True,False,Optimization terminated successfully,0.2554057422652902
audit_015,0,default,10.0,19.238534432870406,True,True,False,Optimization terminated successfully,0.25053354008514495
audit_015,1,constant_0.0,9.999999999999883,19.238534432870438,True,True,False,Optimization terminated successfully,0.2505335400851467
audit_015,2,constant_2.5,9.999999999999956,19.23853443287041,True,True,False,Optimization terminated successfully,0.2505335400851454
audit_015,3,constant_5.0,10.0,19.238534432870406,True,True,False,Optimization terminated successfully,0.25053354008514495
audit_015,4,constant_7.5,9.99999999999999,19.238534432870406,True,True,False,Optimization terminated successfully,0.2505335400851454
audit_015,5,constant_10.0,10.0,19.238534432870406,True,True,False,Optimization terminated successfully,0.25053354008514495
audit_015,6,ramp_up,10.0,19.238534432870406,True,True,False,Optimization terminated successfully,0.25053354008514495
audit_015,7,ramp_down,9.999999999999998,19.238534432870406,True,True,False,Optimization terminated successfully,0.2505335400851467
audit_015,8,alternating,9.999999999999973,19.238534432870406,True,True,False,Optimization terminated successfully,0.25053354008514495
audit_015,9,random_09,10.0,19.238534432870406,True,True,False,Optimization terminated successfully,0.25053354008514495
audit_015,10,random_10,10.0,19.238534432870406,True,True,False,Optimization terminated successfully,0.25053354008514495
audit_015,11,random_11,10.0,19.238534432870406,True,True,False,Optimization terminated successfully,0.25053354008514495
audit_015,12,random_12,9.999999999999963,19.23853443287041,True,True,False,Optimization terminated successfully,0.25053354008514495
audit_015,13,random_13,10.0,19.238534432870406,True,True,False,Optimization terminated successfully,0.25053354008514495
audit_015,14,random_14,10.0,19.238534432870406,True,True,False,Optimization terminated successfully,0.25053354008514495
audit_016,0,default,10.0,18.63692332175929,True,True,False,Optimization terminated successfully,0.24387882565684516
audit_016,1,constant_0.0,9.99999999999973,18.63692332175942,True,True,False,Optimization terminated successfully,0.24387882565684915
audit_016,2,constant_2.5,10.0,18.63692332175929,True,True,False,Optimization terminated successfully,0.24387882565684516
audit_016,3,constant_5.0,9.999999999999964,18.63692332175929,True,True,False,Optimization terminated successfully,0.24387882565684516
audit_016,4,constant_7.5,10.0,18.63692332175929,True,True,False,Optimization terminated successfully,0.24387882565684516
audit_016,5,constant_10.0,10.0,18.63692332175929,True,True,False,Optimization terminated successfully,0.24387882565684516
audit_016,6,ramp_up,9.999999999999755,18.636923321759365,True,True,False,Optimization terminated successfully,0.24387882565684604
audit_016,7,ramp_down,9.999999999999998,18.63692332175929,True,True,False,Optimization terminated successfully,0.24387882565684516
audit_016,8,alternating,9.999999999999686,18.63692332175939,True,True,False,Optimization terminated successfully,0.2438788256568496
audit_016,9,random_09,10.0,18.63692332175929,True,True,False,Optimization terminated successfully,0.24387882565684516
audit_016,10,random_10,9.999999999999998,18.63692332175929,True,True,False,Optimization terminated successfully,0.24387882565684516
audit_016,11,random_11,10.0,18.63692332175929,True,True,False,Optimization terminated successfully,0.24387882565684516
audit_016,12,random_12,10.0,18.63692332175929,True,True,False,Optimization terminated successfully,0.24387882565684516
audit_016,13,random_13,10.0,18.63692332175929,True,True,False,Optimization terminated successfully,0.24387882565684516
audit_016,14,random_14,10.0,18.63692332175929,True,True,False,Optimization terminated successfully,0.24387882565684516
audit_017,0,default,10.0,18.20259538966053,True,True,False,Optimization terminated successfully,0.2390066230406407
audit_017,1,constant_0.0,9.99999999999975,18.20259538966065,True,True,False,Optimization terminated successfully,0.23900662304064513
audit_017,2,constant_2.5,10.0,18.20259538966053,True,True,False,Optimization terminated successfully,0.2390066230406407
audit_017,3,constant_5.0,10.0,18.20259538966053,True,True,False,Optimization terminated successfully,0.2390066230406407
audit_017,4,constant_7.5,10.0,18.20259538966053,True,True,False,Optimization terminated successfully,0.2390066230406407
audit_017,5,constant_10.0,10.0,18.20259538966053,True,True,False,Optimization terminated successfully,0.2390066230406407
audit_017,6,ramp_up,9.999999999999924,18.20259538966053,True,True,False,Optimization terminated successfully,0.2390066230406407
audit_017,7,ramp_down,10.0,18.20259538966053,True,True,False,Optimization terminated successfully,0.2390066230406407
audit_017,8,alternating,10.0,18.20259538966053,True,True,False,Optimization terminated successfully,0.2390066230406407
audit_017,9,random_09,10.0,18.20259538966053,True,True,False,Optimization terminated successfully,0.2390066230406407
audit_017,10,random_10,9.999999999999782,18.20259538966065,True,True,False,Optimization terminated successfully,0.23900662304064513
audit_017,11,random_11,9.999999999999998,18.20259538966053,True,True,False,Optimization terminated successfully,0.23900662304064157
audit_017,12,random_12,10.0,18.20259538966053,True,True,False,Optimization terminated successfully,0.2390066230406407
