time_s,charge_current_a,soc,terminal_voltage_v,average_temperature_c,control_mode,optimizer_success,prediction_feasible,used_fallback,safety_override,target_current_cap_active,solve_time_s,predicted_maximum_voltage_v,predicted_maximum_temperature_c,source
1730.0,3.945575470570475,0.5276227314824073,3.96594326250116,33.499196743786456,terminal_reference_governor,True,True,False,False,False,0.0,3.956740240347473,33.50000999999897,chen2020_dfn
1735.0,3.9443837958970107,0.5287183936479343,3.966820931206946,33.49922824958412,terminal_reference_governor,True,True,False,False,False,0.0,3.957643096720236,33.5000099999997,chen2020_dfn
1740.0,3.9431880120537244,0.5298137236512825,3.967696746286882,33.49925990592004,terminal_reference_governor,True,True,False,False,False,0.0,3.9585458530072763,33.50000999999987,chen2020_dfn
1745.0,3.9419885908137076,0.5309087204820642,3.9685707664697176,33.49929170011217,terminal_reference_governor,True,True,False,False,False,0.0,3.9594485676774567,33.500009999999236,chen2020_dfn
1750.0,3.940785988670541,0.5320033832566948,3.96944305077038,33.499323619827976,terminal_reference_governor,True,True,False,False,False,0.0,3.960351298835134,33.50000999999851,chen2020_dfn
1755.0,3.9395806469838135,0.5330977112141904,3.9703136584063046,33.499355653077714,terminal_reference_governor,True,True,False,False,False,0.0,3.961254104206365,33.500009999997566,chen2020_dfn
1760.0,3.9383729925611988,0.534191703712124,3.97118264874935,33.49938778820626,terminal_reference_governor,True,True,False,False,False,0.0,3.9621570411375733,33.50000999999737,chen2020_dfn
1765.0,3.9371634380950127,0.535285360222706,3.9720500812936077,33.4994200138774,terminal_reference_governor,True,True,False,False,False,0.0,3.9630601665932184,33.500009999998255,chen2020_dfn
1770.0,3.935952382889809,0.5363786803290643,3.9729160156553434,33.499452319053944,terminal_reference_governor,True,True,False,False,False,0.0,3.9639635371622806,33.50000999999741,chen2020_dfn
1775.0,3.9347402143175714,0.5374716637219302,3.973780511601004,33.49948469299284,terminal_reference_governor,True,True,False,False,False,0.0,3.964867209084625,33.500009999997886,chen2020_dfn
1780.0,3.933527307526674,0.5385643101962432,3.9746436290514935,33.49951712521408,terminal_reference_governor,True,True,False,False,False,0.0,3.9657712382383683,33.500009999997225,chen2020_dfn
