trajectory_id,state_soc,state_polarization_fast_v,state_polarization_slow_v,state_core_temperature_c,state_surface_temperature_c,state_previous_current_a,state_ambient_temperature_c,split,teacher_accepted,completed_step_count,rejection_reason,mean_teacher_solve_time_s,maximum_teacher_solve_time_s
phase6r_ic_0010,0.1284375,0.073125,0.06333333333333334,27.352,29.97142857142857,0.08264462809917356,25.0,validation,True,8,,0.5635771500010378,1.0966635000004317
phase6r_ic_0011,0.13114583333333335,0.016875,0.013333333333333332,29.032,31.17142857142857,0.9917355371900827,25.0,train,True,8,,0.6726899875002346,0.8948496000011801
phase6r_ic_0012,0.13385416666666666,0.061875,0.04333333333333333,30.712,32.37142857142857,1.9008264462809918,25.0,train,True,8,,0.4422937500021362,1.3869854000004125
phase6r_ic_0013,0.1365625,0.039375,0.07333333333333332,32.391999999999996,25.34285714285714,2.8099173553719003,25.0,train,True,8,,0.35445105000053445,0.8232971000034013
phase6r_ic_0014,0.13927083333333334,0.08437499999999999,0.02333333333333333,26.008,26.54285714285714,3.7190082644628095,25.0,train,True,8,,0.4379115624997212,0.9591262999965693
phase6r_ic_0015,0.14197916666666668,0.0028125,0.05333333333333333,27.688,27.74285714285714,4.62809917355372,25.0,train,True,8,,0.4890392499992231,0.8308806999993976
phase6r_ic_0016,0.14468750000000002,0.0478125,0.08333333333333331,29.368,28.942857142857143,5.537190082644628,25.0,train,True,8,,0.3671764750006332,1.0079754999969737
phase6r_ic_0017,0.14739583333333334,0.025312499999999998,0.006666666666666666,31.048000000000002,30.142857142857142,6.446280991735537,25.0,train,True,8,,0.4937747375015533,1.131178000003274
phase6r_ic_0018,0.15010416666666668,0.0703125,0.03666666666666666,32.728,31.34285714285714,7.355371900826446,25.0,test,True,8,,0.2288664499992592,0.6142560000007506
phase6r_ic_0019,0.15281250000000002,0.014062499999999999,0.06666666666666667,26.344,32.542857142857144,8.264462809917356,25.0,test,True,8,,0.32862003749869473,0.6386943999968935
phase6r_ic_0020,0.15552083333333333,0.0590625,0.016666666666666666,28.024,25.514285714285712,9.173553719008265,25.0,train,True,8,,0.3346643374989071,0.6711826999962796
phase6r_ic_0021,0.15822916666666667,0.0365625,0.04666666666666666,29.704,26.714285714285715,0.1652892561983471,25.0,train,True,8,,0.6994755250007074,1.1650680000020657
phase6r_ic_0022,0.1609375,0.0815625,0.07666666666666666,31.384,27.914285714285715,1.0743801652892562,25.0,train,True,8,,0.5548187874992436,1.491744099999778
phase6r_ic_0023,0.16364583333333332,0.0084375,0.026666666666666665,33.064,29.114285714285714,1.9834710743801653,25.0,validation,True,8,,0.46579668750200653,1.2208355000038864
phase6r_ic_0024,0.1663541666666667,0.0534375,0.056666666666666664,25.0672,30.314285714285713,2.892561983471074,25.0,train,True,8,,0.43978470000001835,0.9029085000001942
phase6r_ic_0025,0.1690625,0.0309375,0.08666666666666666,26.7472,31.514285714285712,3.8016528925619837,25.0,train,True,8,,0.45412586250131426,0.9331728000033763
phase6r_ic_0026,0.17177083333333334,0.07593749999999999,0.0011111111111111111,28.4272,32.714285714285715,4.710743801652893,25.0,train,True,8,,0.5291247875002227,1.1159291000003577
phase6r_ic_0027,0.17447916666666669,0.0196875,0.031111111111111107,30.1072,25.685714285714287,5.619834710743801,25.0,train,True,8,,0.45843273749960645,0.9786212999970303
phase6r_ic_0028,0.1771875,0.0646875,0.0611111111111111,31.7872,26.885714285714286,6.528925619834711,25.0,train,True,8,,0.2381175250002343,0.6240264000007301
phase6r_ic_0029,0.17989583333333334,0.042187499999999996,0.01111111111111111,25.4032,28.085714285714285,7.438016528925619,25.0,train,True,8,,0.3875506749991473,0.7118944999965606
phase6r_ic_0030,0.18260416666666668,0.0871875,0.041111111111111105,27.083199999999998,29.285714285714285,8.347107438016529,25.0,test,True,8,,0.3332649624981059,0.7478149000016856
phase6r_ic_0031,0.18531250000000002,0.00140625,0.07111111111111111,28.763199999999998,30.485714285714284,9.25619834710744,25.0,train,True,8,,0.44617269999980635,0.7549824000016088
phase6r_ic_0032,0.18802083333333333,0.046406249999999996,0.02111111111111111,30.4432,31.685714285714283,0.24793388429752067,25.0,test,True,8,,0.5785276874994452,1.486579199998232
phase6r_ic_0033,0.19072916666666667,0.02390625,0.051111111111111114,32.1232,32.885714285714286,1.15702479338843,25.0,train,True,8,,0.3925132125004893,0.958362199999101
phase6r_ic_0034,0.19343749999999998,0.06890625,0.0811111111111111,25.7392,25.857142857142858,2.066115702479339,25.0,train,True,8,,0.45807686249918333,0.9896926000001258
phase6r_ic_0035,0.19614583333333335,0.012656249999999999,0.0044444444444444444,27.4192,27.057142857142857,2.975206611570248,25.0,train,True,8,,0.5226050999999643,0.9212925999963772
phase6r_ic_0036,0.19885416666666667,0.05765625,0.034444444444444444,29.0992,28.257142857142856,3.8842975206611574,25.0,validation,True,8,,0.5020039250021,1.083000999999058
phase6r_ic_0037,0.2015625,0.03515625,0.06444444444444444,30.7792,29.457142857142856,4.793388429752067,25.0,train,True,8,,0.3655716749999556,1.1398692000002484
phase6r_ic_0038,0.20427083333333335,0.08015625,0.014444444444444444,32.459199999999996,30.657142857142855,5.702479338842975,25.0,train,True,8,,0.2933069874998182,0.864304999995511
phase6r_ic_0039,0.20697916666666666,0.007031249999999999,0.04444444444444444,26.0752,31.857142857142854,6.6115702479338845,25.0,train,True,8,,0.303233387500768,0.6348528000016813
phase6r_ic_0040,0.20968750000000003,0.05203125,0.07444444444444444,27.7552,33.05714285714286,7.520661157024794,25.0,train,True,8,,0.2939103500020792,0.6335651000044891
phase6r_ic_0041,0.21239583333333334,0.02953125,0.024444444444444442,29.4352,26.02857142857143,8.429752066115704,25.0,train,True,8,,0.412013587499132,0.7582843999989564
phase6r_ic_0042,0.21510416666666668,0.07453125,0.05444444444444444,31.1152,27.228571428571428,9.338842975206612,25.0,validation,True,8,,0.3341430374994161,0.7953779000017676
phase6r_ic_0043,0.21781250000000002,0.01828125,0.08444444444444443,32.7952,28.428571428571427,0.3305785123966942,25.0,train,True,8,,0.45195377500203904,1.0951618000035523
phase6r_ic_0044,0.22052083333333333,0.06328125,0.007777777777777777,26.4112,29.628571428571426,1.2396694214876034,25.0,train,True,8,,0.4621421499987264,0.7763292000017827
phase6r_ic_0045,0.22322916666666667,0.04078125,0.03777777777777777,28.0912,30.82857142857143,2.1487603305785123,25.0,validation,True,8,,0.45281811250242754,0.9383803000018816
phase6r_ic_0046,0.2259375,0.08578125,0.06777777777777777,29.7712,32.028571428571425,3.0578512396694215,25.0,train,True,8,,0.3587071374995503,0.8869392000051448
phase6r_ic_0047,0.22864583333333333,0.00421875,0.017777777777777778,31.4512,33.22857142857143,3.9669421487603307,25.0,validation,True,8,,0.5417395249996844,1.0428054000003613
phase6r_ic_0048,0.23135416666666667,0.04921875,0.047777777777777766,33.1312,25.024489795918367,4.87603305785124,25.0,test,True,8,,0.28898641249998036,0.8586236999981338
phase6r_ic_0049,0.2340625,0.02671875,0.07777777777777777,25.1344,26.224489795918366,5.785123966942148,25.0,train,True,8,,0.3637821125003029,0.7934241999973892
phase6r_ic_0050,0.23677083333333335,0.07171875,0.027777777777777776,26.8144,27.424489795918365,6.694214876033058,25.0,train,True,8,,0.32121667499905016,0.8394514999963576
phase6r_ic_0051,0.23947916666666666,0.01546875,0.057777777777777775,28.4944,28.624489795918365,7.603305785123967,25.0,train,True,8,,0.39332221250151633,0.7002531000034651
phase6r_ic_0052,0.2421875,0.060468749999999995,0.08777777777777776,30.1744,29.824489795918367,8.512396694214877,25.0,train,True,8,,0.26928715000121883,0.5157668000028934
phase6r_ic_0053,0.24489583333333334,0.037968749999999996,0.0022222222222222222,31.8544,31.024489795918367,9.421487603305787,25.0,train,True,8,,0.45535737500085816,0.9397492000061902
phase6r_ic_0054,0.24760416666666668,0.08296875,0.03222222222222222,25.4704,32.224489795918366,0.4132231404958678,25.0,train,True,8,,0.5322212125001897,0.8620671999960905
phase6r_ic_0055,0.25031250000000005,0.00984375,0.062222222222222213,27.1504,25.195918367346938,1.322314049586777,25.0,validation,True,8,,0.5018623375017341,1.092722599998524
phase6r_ic_0056,0.25302083333333336,0.05484375,0.012222222222222221,28.8304,26.395918367346937,2.231404958677686,25.0,validation,True,8,,0.5980167999996411,1.1226808999999776
phase6r_ic_0057,0.2557291666666667,0.03234375,0.04222222222222222,30.5104,27.59591836734694,3.1404958677685944,25.0,train,True,8,,0.37582328749795124,0.9694066000010935
phase6r_ic_0058,0.2584375,0.07734375,0.07222222222222222,32.1904,28.79591836734694,4.049586776859504,25.0,train,True,8,,0.25486177500079066,0.8189235000027111
phase6r_ic_0059,0.26114583333333335,0.021093749999999998,0.02222222222222222,25.8064,29.99591836734694,4.958677685950414,25.0,validation,True,8,,0.3387437374994988,0.7664451000018744
phase6r_ic_0060,0.26385416666666667,0.06609374999999999,0.052222222222222225,27.4864,31.195918367346938,5.867768595041322,25.0,train,True,8,,0.3374264125004629,0.8514065999988816
phase6r_ic_0061,0.26656250000000004,0.04359375,0.08222222222222221,29.1664,32.39591836734694,6.776859504132231,25.0,validation,True,8,,0.2930289249998168,0.6753045000004931
phase6r_ic_0062,0.26927083333333335,0.08859375,0.005555555555555555,30.8464,25.36734693877551,7.68595041322314,25.0,train,True,8,,0.4210708499995235,0.688409700000193
phase6r_ic_0063,0.27197916666666666,0.000703125,0.035555555555555556,32.526399999999995,26.56734693877551,8.59504132231405,25.0,train,True,8,,0.3815076749997388,0.8199161000011372
phase6r_ic_0064,0.2746875,0.045703125,0.06555555555555556,26.1424,27.76734693877551,9.50413223140496,25.0,test,True,8,,0.27444526250201307,0.6326565999988816
phase6r_ic_0065,0.27739583333333334,0.023203124999999998,0.015555555555555553,27.8224,28.96734693877551,0.49586776859504134,25.0,test,True,8,,0.6156682249993537,1.1574046999958227
phase6r_ic_0066,0.2801041666666667,0.068203125,0.04555555555555556,29.5024,30.16734693877551,1.4049586776859504,25.0,test,True,8,,0.5531255750001947,1.2562837999939802
phase6r_ic_0067,0.2828125,0.011953125,0.07555555555555554,31.1824,31.36734693877551,2.31404958677686,25.0,test,True,8,,0.4330134749998251,1.0615084000019124
phase6r_ic_0068,0.28552083333333333,0.056953125,0.025555555555555554,32.8624,32.56734693877551,3.2231404958677685,25.0,train,True,8,,0.4039479750008468,1.1556786000001011
phase6r_ic_0069,0.2882291666666667,0.034453125,0.05555555555555555,26.4784,25.538775510204083,4.132231404958678,25.0,train,True,8,,0.3652094374974695,0.7711981999964337
phase6r_ic_0070,0.2909375,0.079453125,0.08555555555555554,28.1584,26.738775510204082,5.041322314049587,25.0,validation,True,8,,0.2468040124986146,0.6277098999998998
phase6r_ic_0071,0.2936458333333334,0.0063281249999999995,0.008888888888888889,29.8384,27.93877551020408,5.950413223140496,25.0,train,True,8,,0.3795950499998071,0.7258632999946713
phase6r_ic_0072,0.2963541666666667,0.051328124999999995,0.03888888888888888,31.5184,29.13877551020408,6.859504132231404,25.0,train,True,8,,0.3152443624994703,0.7398210000028485
phase6r_ic_0073,0.2990625,0.028828125,0.06888888888888889,33.1984,30.33877551020408,7.768595041322315,25.0,train,True,8,,0.2853086249979242,0.5104176000022562
phase6r_ic_0074,0.3017708333333333,0.073828125,0.018888888888888886,25.2016,31.53877551020408,8.677685950413224,25.0,validation,True,8,,0.2789406500005498,0.6597649000032106
phase6r_ic_0075,0.30447916666666663,0.017578125,0.048888888888888885,26.8816,32.73877551020408,9.586776859504134,25.0,train,True,8,,0.35320381250039645,0.7297084000019822
phase6r_ic_0076,0.3071875,0.062578125,0.07888888888888888,28.5616,25.710204081632654,0.578512396694215,25.0,test,True,8,,0.5972284750005201,1.2616151999973226
phase6r_ic_0077,0.30989583333333337,0.040078125,0.028888888888888888,30.2416,26.910204081632653,1.487603305785124,25.0,validation,True,8,,0.5250246374980634,1.2117450000005192
phase6r_ic_0078,0.3126041666666667,0.08507812499999999,0.058888888888888886,31.921599999999998,28.110204081632652,2.396694214876033,25.0,test,True,8,,0.3225207249997766,0.9122887999983504
phase6r_ic_0079,0.3153125,0.0035156249999999997,0.08888888888888888,25.5376,29.31020408163265,3.3057851239669422,25.0,train,True,8,,0.45146960000238323,1.0287239000026602
phase6r_ic_0080,0.3180208333333333,0.048515625,0.0003703703703703703,27.2176,30.51020408163265,4.214876033057852,25.0,test,True,8,,0.40760469999895577,0.8138316999975359
phase6r_ic_0081,0.3207291666666667,0.026015625,0.030370370370370367,28.8976,31.71020408163265,5.123966942148761,25.0,train,True,8,,0.4223707374994774,0.9237087000001338
phase6r_ic_0082,0.32343750000000004,0.071015625,0.060370370370370366,30.5776,32.91020408163265,6.033057851239669,25.0,train,True,8,,0.2671713625004486,0.548069199998281
phase6r_ic_0083,0.32614583333333336,0.014765625,0.010370370370370368,32.2576,25.881632653061224,6.9421487603305785,25.0,train,True,8,,0.37587578749844397,0.981566099995689
phase6r_ic_0084,0.32885416666666667,0.059765624999999996,0.04037037037037036,25.8736,27.081632653061224,7.8512396694214885,25.0,train,True,8,,0.2804646374997901,0.7086558000009973
phase6r_ic_0085,0.3315625,0.037265625,0.07037037037037036,27.5536,28.281632653061223,8.760330578512397,25.0,train,True,8,,0.28145186249821563,0.6306608999948367
phase6r_ic_0086,0.33427083333333335,0.082265625,0.02037037037037037,29.2336,29.481632653061222,9.669421487603307,25.0,train,True,8,,0.3141579749981247,0.7508509999970556
phase6r_ic_0087,0.33697916666666666,0.009140625,0.05037037037037037,30.9136,30.68163265306122,0.6611570247933884,25.0,train,True,8,,0.5125964625003689,1.2042182000004686
phase6r_ic_0088,0.33968750000000003,0.054140625,0.08037037037037036,32.593599999999995,31.881632653061224,1.5702479338842976,25.0,train,True,8,,0.31766268750016025,0.9857508999994025
phase6r_ic_0089,0.34239583333333334,0.031640625,0.0037037037037037034,26.2096,33.08163265306122,2.479338842975207,25.0,train,True,8,,0.3975910249992012,0.7271210999970208
phase6r_ic_0090,0.34510416666666666,0.076640625,0.0337037037037037,27.8896,26.053061224489795,3.3884297520661155,25.0,train,True,8,,0.36095401249986026,0.7803656999967643
phase6r_ic_0091,0.34781249999999997,0.020390625,0.0637037037037037,29.5696,27.253061224489795,4.297520661157025,25.0,train,True,8,,0.4603029999998398,1.1958039000019198
phase6r_ic_0092,0.3505208333333334,0.065390625,0.013703703703703704,31.2496,28.453061224489794,5.206611570247935,25.0,test,True,8,,0.4150592375008273,1.1874547000043094
phase6r_ic_0093,0.3532291666666667,0.042890625,0.043703703703703696,32.9296,29.653061224489797,6.115702479338843,25.0,train,True,8,,0.26167001250178146,0.6391644000032102
phase6r_ic_0094,0.3559375,0.087890625,0.07370370370370369,26.5456,30.853061224489796,7.024793388429752,25.0,test,True,8,,0.21658361250047165,0.6526287000015145
phase6r_ic_0095,0.35864583333333333,0.002109375,0.0237037037037037,28.2256,32.053061224489795,7.933884297520661,25.0,validation,True,8,,0.3374581250009214,0.6850407000019914
phase6r_ic_0096,0.36135416666666664,0.047109374999999995,0.0537037037037037,29.9056,33.2530612244898,8.842975206611571,25.0,train,True,8,,0.30455569999867294,0.550681100001384
phase6r_ic_0097,0.36406250000000007,0.024609375,0.08370370370370368,31.5856,25.048979591836734,9.75206611570248,25.0,validation,True,8,,0.46742483749949315,1.2030919999961043
phase6r_ic_0098,0.3667708333333334,0.069609375,0.007037037037037036,33.2656,26.248979591836733,0.743801652892562,25.0,test,True,8,,0.4394713000001502,1.1373538000043482
phase6r_ic_0099,0.3694791666666667,0.013359375,0.037037037037037035,25.2688,27.448979591836732,1.6528925619834711,25.0,train,True,8,,0.4718028500010405,0.8411370999965584
phase6r_ic_0100,0.3721875,0.058359375,0.06703703703703703,26.9488,28.648979591836735,2.5619834710743805,25.0,validation,True,8,,0.4364974375012025,0.9917770000029122
phase6r_ic_0101,0.3748958333333333,0.035859375,0.017037037037037035,28.6288,29.848979591836734,3.471074380165289,25.0,train,True,8,,0.47001335000095423,0.9858645999993314
phase6r_ic_0102,0.37760416666666663,0.080859375,0.04703703703703703,30.308799999999998,31.048979591836734,4.380165289256198,25.0,train,True,8,,0.3256215874980626,0.8784528999967733
phase6r_ic_0103,0.38031250000000005,0.007734375,0.07703703703703703,31.988799999999998,32.24897959183673,5.289256198347108,25.0,train,True,8,,0.3067797750009049,0.7637026000011247
phase6r_ic_0104,0.38302083333333337,0.052734375,0.027037037037037033,25.6048,25.220408163265304,6.198347107438016,25.0,train,True,8,,0.3229469000007157,0.8066018000026816
phase6r_ic_0105,0.3857291666666667,0.030234374999999997,0.05703703703703703,27.2848,26.420408163265307,7.107438016528925,25.0,train,True,8,,0.3016931875008595,0.6960970000000088
phase6r_ic_0106,0.3884375,0.07523437499999999,0.08703703703703702,28.9648,27.620408163265306,8.016528925619834,25.0,train,True,8,,0.27176507500098523,0.8763830000025337
phase6r_ic_0107,0.3911458333333334,0.018984374999999998,0.0014814814814814812,30.6448,28.820408163265306,8.925619834710744,25.0,train,True,8,,0.48337547500159417,1.1922982999967644
phase6r_ic_0108,0.3938541666666667,0.063984375,0.03148148148148148,32.324799999999996,30.020408163265305,9.834710743801654,25.0,train,True,8,,0.3508669375014506,1.1524026000042795
phase6r_ic_0109,0.39656250000000004,0.041484375,0.06148148148148147,25.9408,31.220408163265304,0.8264462809917356,25.0,test,True,8,,0.44511483750102343,1.1367354999965755
phase6r_ic_0110,0.39927083333333335,0.086484375,0.011481481481481481,27.6208,32.42040816326531,1.7355371900826446,25.0,train,True,8,,0.41419970000151807,0.7345061000014539
phase6r_ic_0111,0.40197916666666667,0.004921875,0.04148148148148147,29.3008,25.39183673469388,2.644628099173554,25.0,train,True,8,,0.5264836249989457,1.109368200006429
phase6r_ic_0112,0.4046875,0.049921875,0.07148148148148148,30.9808,26.591836734693878,3.5537190082644625,25.0,train,True,8,,0.40400953750122426,1.1503406999981962
phase6r_ic_0113,0.4073958333333333,0.027421875,0.02148148148148148,32.6608,27.791836734693877,4.462809917355372,25.0,train,True,8,,0.2758387624999159,0.6813471999994363
phase6r_ic_0114,0.4101041666666667,0.072421875,0.05148148148148148,26.2768,28.991836734693877,5.37190082644628,25.0,test,True,8,,0.2893935625024824,0.8262815000052797
phase6r_ic_0115,0.4128125,0.016171875,0.08148148148148147,27.9568,30.191836734693876,6.280991735537189,25.0,train,True,8,,0.2937624500000311,0.6945970999950077
phase6r_ic_0116,0.41552083333333334,0.061171875,0.004814814814814814,29.6368,31.391836734693875,7.1900826446281,25.0,train,True,8,,0.26728691249900294,0.7142269999967539
phase6r_ic_0117,0.41822916666666665,0.038671875,0.03481481481481481,31.3168,32.59183673469388,8.099173553719009,25.0,train,True,8,,0.3525678749983854,0.8704676999986987
phase6r_ic_0118,0.4209375000000001,0.08367187499999999,0.06481481481481481,32.9968,25.56326530612245,9.008264462809919,25.0,test,True,8,,0.37872874999902706,1.1290229000005638
phase6r_ic_0119,0.4236458333333334,0.010546874999999999,0.014814814814814814,26.6128,26.76326530612245,9.917355371900827,25.0,train,True,8,,0.30240812499960157,0.7014434999946388
phase6r_ic_0120,0.4263541666666667,0.055546874999999996,0.04481481481481481,28.2928,27.963265306122448,0.0075131480090157785,25.0,train,True,8,,0.5056376875008937,1.167625100002624
phase6r_ic_0121,0.4290625,0.033046874999999996,0.0748148148148148,29.9728,29.163265306122447,0.916604057099925,25.0,train,True,8,,0.5135878250011956,1.301371499997913
phase6r_ic_0122,0.4317708333333333,0.078046875,0.02481481481481481,31.6528,30.363265306122447,1.825694966190834,25.0,train,True,8,,0.40876729999854433,1.0395863999947323
phase6r_ic_0123,0.43447916666666664,0.021796875,0.054814814814814816,33.3328,31.563265306122446,2.7347858752817427,25.0,test,True,8,,0.4958895999998276,1.007346599995799
phase6r_ic_0124,0.43718750000000006,0.06679687499999999,0.0848148148148148,25.01344,32.76326530612245,3.6438767843726523,25.0,validation,True,8,,0.2908170125010656,0.5886559000064153
phase6r_ic_0125,0.4398958333333334,0.044296875,0.008148148148148147,26.69344,25.73469387755102,4.552967693463562,25.0,test,True,8,,0.33482323750013165,0.5952640000032261
phase6r_ic_0126,0.4426041666666667,0.089296875,0.038148148148148146,28.37344,26.93469387755102,5.46205860255447,25.0,train,True,8,,0.25251905000004626,0.49137689999770373
phase6r_ic_0127,0.4453125,0.0003515625,0.06814814814814814,30.053440000000002,28.13469387755102,6.371149511645379,25.0,validation,True,8,,0.4247049124987825,1.1987039000014192
phase6r_ic_0128,0.4480208333333333,0.0453515625,0.018148148148148146,31.73344,29.334693877551018,7.280240420736289,25.0,train,True,8,,0.3057793500001935,0.8854666000042926
phase6r_ic_0129,0.4507291666666666,0.0228515625,0.048148148148148134,25.34944,30.534693877551017,8.189331329827198,25.0,train,True,8,,0.24944643750040996,0.4550835999980336
phase6r_ic_0130,0.45343749999999994,0.0678515625,0.07814814814814813,27.02944,31.734693877551017,9.098422238918108,25.0,train,True,8,,0.18972472500081494,0.4407525999995414
phase6r_ic_0131,0.45614583333333336,0.011601562499999999,0.028148148148148144,28.70944,32.93469387755102,0.09015777610818933,25.0,validation,True,8,,0.5187806500007355,1.1422781000001123
phase6r_ic_0132,0.4588541666666667,0.0566015625,0.05814814814814814,30.38944,25.90612244897959,0.9992486851990985,25.0,train,True,8,,0.4958950875006849,1.1794221000018297
phase6r_ic_0133,0.4615625,0.0341015625,0.08814814814814813,32.06944,27.10612244897959,1.9083395942900074,25.0,train,True,8,,0.3713400250007908,1.0205644000016036
phase6r_ic_0134,0.4642708333333334,0.0791015625,0.002592592592592592,25.68544,28.30612244897959,2.817430503380916,25.0,train,True,8,,0.40744776249812276,0.9753083000032348
phase6r_ic_0135,0.4669791666666667,0.0059765625,0.03259259259259259,27.36544,29.50612244897959,3.7265214124718256,25.0,train,True,8,,0.3749153500011744,0.8605693000063184
phase6r_ic_0136,0.46968750000000004,0.050976562499999996,0.06259259259259259,29.04544,30.706122448979592,4.635612321562735,25.0,train,True,8,,0.33077680000133114,0.8912798000019393
phase6r_ic_0137,0.47239583333333335,0.0284765625,0.012592592592592593,30.72544,31.906122448979588,5.544703230653644,25.0,train,True,8,,0.4184882999988986,1.0530339999968419
phase6r_ic_0138,0.47510416666666666,0.0734765625,0.042592592592592585,32.40544,33.10612244897959,6.453794139744553,25.0,validation,True,8,,0.2415830999998434,0.644765400000324
phase6r_ic_0139,0.4778125000000001,0.0172265625,0.07259259259259258,26.02144,26.077551020408162,7.362885048835462,25.0,train,True,8,,0.4324856125003862,1.088994099998672
phase6r_ic_0140,0.4805208333333334,0.0622265625,0.022592592592592588,27.701439999999998,27.27755102040816,8.271975957926372,25.0,train,True,8,,0.4966325000004872,0.9852585999979055
phase6r_ic_0141,0.4832291666666667,0.0397265625,0.052592592592592594,29.381439999999998,28.477551020408164,9.18106686701728,25.0,train,True,8,,0.33003746249869437,0.7366957999984152
phase6r_ic_0142,0.4859375,0.08472656249999999,0.08259259259259258,31.06144,29.67755102040816,0.17280240420736287,25.0,validation,True,8,,0.5849744249999276,1.316012099996442
phase6r_ic_0143,0.48864583333333333,0.0031640624999999998,0.005925925925925925,32.74144,30.877551020408163,1.081893313298272,25.0,train,True,8,,0.5321460750010374,1.6328358000027947
phase6r_ic_0144,0.49135416666666665,0.0481640625,0.035925925925925924,26.35744,32.07755102040816,1.990984222389181,25.0,train,True,8,,0.403909812499478,0.9790089000016451
phase6r_ic_0145,0.49406249999999996,0.025664062499999998,0.06592592592592593,28.03744,33.27755102040816,2.90007513148009,25.0,test,True,8,,0.38595921249998355,0.9167607999988832
phase6r_ic_0146,0.4967708333333334,0.0706640625,0.015925925925925927,29.71744,25.073469387755104,3.8091660405709993,25.0,train,True,8,,0.38311371250074444,0.7531193000031635
phase6r_ic_0147,0.4994791666666667,0.0144140625,0.045925925925925926,31.39744,26.273469387755103,4.7182569496619085,25.0,train,True,8,,0.5483205749997069,1.2008175000009942
phase6r_ic_0148,0.5021875,0.059414062499999996,0.07592592592592591,33.077439999999996,27.473469387755102,5.627347858752817,25.0,train,True,8,,0.2547290125003201,0.9083117999980459
phase6r_ic_0149,0.5048958333333333,0.0369140625,0.02592592592592592,25.08064,28.6734693877551,6.536438767843728,25.0,validation,True,8,,0.400273687499066,0.884043499994732
phase6r_ic_0150,0.5076041666666666,0.0819140625,0.05592592592592592,26.76064,29.8734693877551,7.445529676934636,25.0,train,True,8,,0.2771347375019104,0.9110521999973571
phase6r_ic_0151,0.5103125000000001,0.0087890625,0.0859259259259259,28.44064,31.0734693877551,8.354620586025547,25.0,test,True,8,,0.2582440249998399,0.5442646999945282
phase6r_ic_0152,0.5130208333333334,0.0537890625,0.009259259259259259,30.12064,32.2734693877551,9.263711495116455,25.0,train,True,8,,0.32037797500015586,0.5296602999951574
phase6r_ic_0153,0.5157291666666667,0.0312890625,0.03925925925925925,31.80064,25.244897959183675,0.2554470323065364,25.0,train,True,8,,0.6767821750008807,1.430368699999235
phase6r_ic_0154,0.5184375,0.07628906249999999,0.06925925925925926,25.41664,26.444897959183674,1.1645379413974457,25.0,train,True,8,,0.5167605999986336,1.0131293999947957
phase6r_ic_0155,0.5211458333333334,0.0200390625,0.019259259259259257,27.09664,27.644897959183673,2.0736288504883547,25.0,test,True,8,,0.5045627125018655,1.0642896999997902
phase6r_ic_0156,0.5238541666666667,0.0650390625,0.04925925925925925,28.77664,28.844897959183672,2.982719759579264,25.0,test,True,8,,0.4374890375011091,0.9441794000013033
phase6r_ic_0157,0.5265625,0.042539062499999995,0.07925925925925925,30.45664,30.044897959183672,3.891810668670173,25.0,train,True,8,,0.3439156999993429,1.0053509999997914
phase6r_ic_0158,0.5292708333333334,0.0875390625,0.029259259259259256,32.13664,31.24489795918367,4.800901577761082,25.0,train,True,8,,0.24618192500020086,0.8697035000004689
phase6r_ic_0159,0.5319791666666667,0.0017578124999999998,0.059259259259259255,25.75264,32.44489795918367,5.709992486851991,25.0,train,True,8,,0.4155266000007032,0.7600777999978163
