trajectory_id,step_index,state_soc,state_polarization_fast_v,state_polarization_slow_v,state_core_temperature_c,state_surface_temperature_c,state_ambient_temperature_c,state_previous_current_a,state_average_temperature_c,teacher_current_a,teacher_solve_time_s,teacher_optimizer_success,teacher_prediction_feasible,teacher_used_fallback,teacher_minimum_constraint_margin,active_voltage_constraint,active_temperature_constraint,active_current_upper_constraint,active_current_change_constraint,next_soc,next_core_temperature_c,next_surface_temperature_c,split
phase6r_ic_0007,4,0.12794944048834764,0.04440582013208192,0.08334536927144826,30.00039310701095,29.992861289368673,25.0,6.629151720972571,29.998886743482494,6.511930389210192,0.43951409999863245,True,True,False,-9.868017514236271e-11,False,True,False,False,0.12975831004090602,30.103208497602154,30.09563121880679,train
phase6r_ic_0007,5,0.12975831004090602,0.04817436787735367,0.08393439295581198,30.103208497602154,30.09563121880679,25.0,6.511930389210192,30.10169304184308,6.464856105616217,0.17556850000255508,True,True,False,-4.0239243048745266e-09,False,True,False,False,0.13155410340357718,30.205794327910976,30.19813000937825,train
phase6r_ic_0007,6,0.13155410340357718,0.05088629762423665,0.08448022491336935,30.205794327910976,30.19813000937825,25.0,6.464856105616217,30.20426146420443,6.329182886198922,0.3962637000004179,True,True,False,-2.8311504252087616e-09,False,True,False,False,0.13331220976085464,30.304778493108778,30.297125159388873,train
phase6r_ic_0007,7,0.13331220976085464,0.052604221063228776,0.08493920934861014,30.304778493108778,30.297125159388873,25.0,6.329182886198922,30.303247826364796,6.28537680244716,0.12921139999525622,True,True,False,-3.4773179891089967e-09,False,True,False,False,0.1350581477615344,30.402689826141852,30.394977772692357,train
phase6r_ic_0008,0,0.12302083333333334,0.050624999999999996,0.003333333333333333,32.056,27.57142857142857,25.0,8.181818181818182,31.159085714285712,6.911072034898434,0.6134052999987034,True,True,False,-6.256968276829866e-10,False,True,False,False,0.12494057556524958,31.230620425654955,31.22295663691344,train
phase6r_ic_0008,1,0.12494057556524958,0.053744218178205,0.006739829929998215,31.230620425654955,31.22295663691344,25.0,6.911072034898434,31.22908766790665,6.8095825022043694,0.328325099995709,True,True,False,-9.785011911844776e-09,False,True,False,False,0.12683212626030635,31.300042194128867,31.292316881363355,train
phase6r_ic_0008,2,0.12683212626030635,0.05584536885159014,0.009983392999916291,31.300042194128867,31.292316881363355,25.0,6.8095825022043694,31.298497131575765,6.702941314186636,0.322606599998835,True,True,False,-2.765929707493342e-10,False,True,False,False,0.12869405440313597,31.368646057203385,31.360881076077693,train
phase6r_ic_0008,3,0.12869405440313597,0.05717288439936513,0.01306672603604243,31.368646057203385,31.360881076077693,25.0,6.702941314186636,31.36709306097825,6.6042769756209925,0.3303885999994236,True,True,False,-2.8465763080021134e-10,False,True,False,False,0.13052857578525293,31.436196784416556,31.428399841201955,train
phase6r_ic_0008,4,0.13052857578525293,0.05793980341258323,0.015999122194208664,31.436196784416556,31.428399841201955,25.0,6.6042769756209925,31.434637395773635,6.513998706267124,0.31505209999886574,True,True,False,-3.518110247568984e-10,False,True,False,False,0.13233801987032712,31.502586425654822,31.494761659877287,train
phase6r_ic_0008,5,0.13233801987032712,0.058306480086768954,0.01878977912597719,31.502586425654822,31.494761659877287,25.0,6.513998706267124,31.501021472499318,6.4683457105584194,0.11723619999975199,True,True,False,-6.7580501195152465e-09,False,True,False,False,0.13413478256770445,31.56881200985699,31.560931509844522,train
phase6r_ic_0008,6,0.13413478256770445,0.0584760805833843,0.02146602753208094,31.56881200985699,31.560931509844522,25.0,6.4683457105584194,31.5672359098545,6.356158186908066,0.3145682000031229,True,True,False,-7.010569902377028e-10,False,True,False,False,0.1359003820640678,31.63284324475562,31.62496603686434,train
phase6r_ic_0008,7,0.1359003820640678,0.05834550380461216,0.023997762046695417,31.63284324475562,31.62496603686434,25.0,6.356158186908066,31.631267803177362,6.313191319881158,0.12794449999637436,True,True,False,-3.644530011115421e-09,False,True,False,False,0.13765404631959033,31.696436941432964,31.68851427022426,train
phase6r_ic_0009,0,0.12572916666666667,0.028124999999999997,0.03333333333333333,25.672,28.771428571428572,25.0,9.090909090909092,26.291885714285716,9.17613319798754,0.9454568000001018,True,True,False,-2.9408653290374787e-10,False,True,False,False,0.12827809255499653,26.472520220828475,26.46608341175133,train
